model,MAE,RMSE,params
MLPRegressor(),118.54635895034602,153.32998785046257,"{'activation': 'identity', 'alpha': np.float64(0.036376627886480196), 'early_stopping': True, 'hidden_layer_sizes': 185, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.17392699938367348)}"
model,MAE,RMSE,params
MLPRegressor(),167.20313734657142,203.00470169300365,"{'activation': 'tanh', 'alpha': np.float64(3.501644711608324e-05), 'early_stopping': True, 'hidden_layer_sizes': 171, 'max_iter': 483, 'solver': 'sgd', 'validation_fraction': np.float64(0.1528227692944849)}"
MLPRegressor(),116.62443324878167,152.22193066877648,"{'activation': 'relu', 'alpha': np.float64(888252.7635079034), 'early_stopping': False, 'hidden_layer_sizes': 119, 'max_iter': 333, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.1494502188166429)}"
MLPRegressor(),104.29189352523014,136.6215535439267,"{'activation': 'identity', 'alpha': np.float64(0.1257305558825669), 'early_stopping': False, 'hidden_layer_sizes': 156, 'max_iter': 326, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.17541715267836203)}"
MLPRegressor(),139.18539950221952,177.09098396205337,"{'activation': 'identity', 'alpha': np.float64(2.7125667168956493e-05), 'early_stopping': False, 'hidden_layer_sizes': 108, 'max_iter': 230, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.14657436076362984)}"
MLPRegressor(),167.93073634251624,203.38888505605084,"{'activation': 'tanh', 'alpha': np.float64(6.5396719250418756e-06), 'early_stopping': False, 'hidden_layer_sizes': 134, 'max_iter': 374, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.15623902831444644)}"
MLPRegressor(),124.68886045740228,159.8215818953248,"{'activation': 'relu', 'alpha': np.float64(0.00044594732661290846), 'early_stopping': False, 'hidden_layer_sizes': 171, 'max_iter': 463, 'solver': 'sgd', 'validation_fraction': np.float64(0.10335483421376225)}"
MLPRegressor(),126.91438402618435,164.59847600089503,"{'activation': 'logistic', 'alpha': np.float64(0.00759598557989566), 'early_stopping': True, 'hidden_layer_sizes': 58, 'max_iter': 282, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.15147301276405095)}"
MLPRegressor(),166.87001673836832,203.00615077411277,"{'activation': 'relu', 'alpha': np.float64(1.4916981909068798e-05), 'early_stopping': False, 'hidden_layer_sizes': 105, 'max_iter': 222, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.18608199145387624)}"
MLPRegressor(),108.99214507247618,142.1512477084296,"{'activation': 'identity', 'alpha': np.float64(2967.7657751531488), 'early_stopping': True, 'hidden_layer_sizes': 177, 'max_iter': 314, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.1892813233176658)}"
MLPRegressor(),113.28463876659622,150.62658671107826,"{'activation': 'identity', 'alpha': np.float64(0.0026839553303808056), 'early_stopping': False, 'hidden_layer_sizes': 94, 'max_iter': 230, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.19303225067026125)}"
MLPRegressor(),106.71514161990221,141.26047727736128,"{'activation': 'logistic', 'alpha': np.float64(5.336964795931117e-05), 'early_stopping': False, 'hidden_layer_sizes': 110, 'max_iter': 423, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.18381664511817863)}"
MLPRegressor(),117.55782031208783,153.41965124295675,"{'activation': 'logistic', 'alpha': np.float64(8.940429085746022e-06), 'early_stopping': False, 'hidden_layer_sizes': 98, 'max_iter': 431, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.13802594773027196)}"
MLPRegressor(),130.40234874907884,166.59162152320675,"{'activation': 'identity', 'alpha': np.float64(0.4415122521872353), 'early_stopping': False, 'hidden_layer_sizes': 54, 'max_iter': 236, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.1593630835523122)}"
MLPRegressor(),133.4498708896065,173.2493488887869,"{'activation': 'logistic', 'alpha': np.float64(0.01505535798976938), 'early_stopping': False, 'hidden_layer_sizes': 187, 'max_iter': 478, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.16108719374385083)}"
MLPRegressor(),105.42634288625825,138.39594615196216,"{'activation': 'tanh', 'alpha': np.float64(7.381098759577141e-05), 'early_stopping': False, 'hidden_layer_sizes': 128, 'max_iter': 276, 'solver': 'lbfgs', 'validation_fraction': np.float64(0.1626842473485302)}"
